,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide,T
4278,1399,1558,473,1652,28
4279,1194,1255,555,1452,27.2
4280,970,870,792,943,27.5
4281,898,721,912,594,27.1
4282,929,769,879,607,26.4
4283,913,734,864,646,25.6
4284,854,600,1102,542,25.4
4285,881,647,964,550,25.5
4286,867,618,1042,488,27
4287,885,638,1059,484,29.9
4288,899,654,1037,481,31.9
4289,886,633,1071,453,33
4290,864,651,1096,443,34.5
4291,822,611,1191,403,33.2
4292,810,597,1255,361,32.2
4293,784,576,1327,342,32.6
4294,823,633,1228,366,33
4295,863,678,1153,434,32.9
4296,880,728,1046,514,31.6
4297,951,859,897,718,29.3
4298,942,786,930,705,27.8
4299,988,859,845,799,27.1
4300,1008,845,832,856,26.3
4301,965,769,878,667,25.9
4302,957,717,911,579,25.3
4303,921,666,954,480,24.8
4304,854,562,1106,400,24.3
4305,826,504,1250,385,24
4306,828,501,1281,385,23.9
4307,892,580,1076,516,23.5
4308,954,660,938,728,23.7
4309,1120,890,728,1035,23.6
4310,1096,921,716,988,24.3
4311,1058,898,749,977,26.3
4312,977,800,843,778,27.6
4313,977,840,827,736,29.2
4314,943,777,880,632,29.2
4315,964,814,850,689,29.4
4316,953,781,889,641,29.8
4317,967,814,854,703,30.1
4318,996,843,840,765,30.1
4319,1091,1039,699,923,29.6
4320,1114,1101,663,1057,29.6
4321,1133,1101,647,1105,28
4322,1031,921,731,897,26.8
4323,952,787,856,723,25.7
4324,949,804,835,740,25.4
4325,932,752,889,687,25
4326,966,774,859,644,24.6
4327,888,653,973,497,24.2
4328,847,634,1012,525,24
4329,856,687,955,726,21.9
4330,881,735,876,783,22.4
4331,882,711,936,741,22.9
4332,1016,888,776,1040,23.1
4333,1228,1113,628,1324,23.7
4334,1311,1350,529,1486,25.8
4335,1081,983,703,1079,27.3
4336,1104,993,705,1081,31
4337,991,898,787,806,31.6
4338,1008,980,755,825,32.5
4339,986,1005,752,907,31.7
4340,948,893,828,768,31.5
4341,919,862,851,697,31.6
4342,958,940,820,728,32.4
4343,1037,1021,747,786,31.7
4344,1120,1181,653,1028,31.1
4345,1205,1294,579,1317,28.9
4346,1172,1159,597,1290,27.4
4347,1088,1019,668,1165,26.3
4348,1055,979,694,1086,25.4
4359,1297,1654,848,1611,22.7
4368,1325,1266,926,1543,32.4
4369,1383,1406,824,1678,29.9
4370,1254,1241,873,1431,28.2
4371,1221,1174,874,1413,26.8
4372,1226,1138,862,1419,25.1
4373,1100,999,984,1145,25.4
4374,999,879,1114,960,24.9
4375,980,873,1088,949,23.2
4376,859,698,1254,819,22.3
4377,814,606,1370,745,23
4378,806,605,1366,725,21.4
4379,813,631,1327,710,21.7
4380,889,760,1224,806,20.3
4381,1200,1246,798,1416,19.7
4382,1289,1335,724,1521,21
4383,1355,1333,741,1605,25
4384,1277,1292,800,1481,31
4385,1156,1142,907,1188,34.9
4386,1054,1071,1006,940,37.1
4387,1096,1083,971,986,35
4388,1160,1185,873,1162,35.1
4389,1148,1149,924,1047,35.4
4390,1166,1186,878,1180,38.4
4391,1315,1370,794,1399,37.6
4392,1425,1605,660,2321,35.2
4393,1329,1360,704,1894,31.2
4394,1299,1197,763,1606,29.3
4395,1123,1015,845,1297,28.3
4396,1089,1024,831,1182,27.4
4397,1081,950,876,1138,26.2
4398,1031,871,950,972,25.2
4399,969,787,1035,799,24.4
4400,881,680,1175,630,23.7
4401,869,638,1219,586,24.2
4402,866,644,1162,629,24.5
4403,895,689,1134,709,22.4
4404,933,786,1018,858,22.3
4405,1209,1163,762,1300,21.4
4406,1417,1511,587,1676,22.9
4407,1227,1233,739,1384,26.6
4408,1093,1076,871,1125,30.3
4409,1135,1170,867,1189,32.8
4410,1112,1161,866,1088,34.3
4411,1147,1168,858,1118,33.3
4412,1086,1070,907,924,33
4413,1077,1056,908,935,33.6
4414,1110,1098,882,1009,34.9
4415,1146,1125,846,1016,33.4
4416,1211,1194,797,1188,31.6
4417,1218,1221,755,1290,29.2
4418,1136,1082,824,1130,27.7
4419,1017,908,932,880,27.1
4420,1063,946,886,996,26
4421,1083,951,880,1054,25.1
4422,1077,994,829,1081,24.3
4423,968,823,952,828,23.4
4424,898,720,1059,661,23.2
4425,859,656,1126,582,23.6
4426,849,607,1189,544,23.5
4427,886,658,1101,647,20.5
4428,932,708,1057,720,20.7
4429,1144,1006,757,1207,19.9
4430,1222,1083,729,1273,21.3
4431,1202,989,775,1303,24
4432,1323,1190,698,1479,28.7
4433,1219,1074,805,1191,31.9
4434,1121,965,899,932,33.8
4435,1096,942,893,826,32.7
4436,1019,858,989,631,33
4437,1045,857,994,598,33.9
4438,1147,959,872,796,35.9
4439,1145,971,883,759,34.2
4440,1202,1040,815,886,32
4441,1283,1112,719,1071,29.3
4442,1148,929,815,826,27.2
4443,1229,1012,743,1103,26.1
4444,1287,1060,716,1221,25.3
4445,1285,1062,715,1449,24.6
4446,1251,1055,701,1364,24.1
4447,1120,900,811,1111,23.6
4448,1108,917,797,1129,22
4449,961,759,943,799,22.4
4450,950,719,982,771,21.6
4451,901,608,1105,646,21.8
4452,903,619,1111,705,21.7
4453,1024,757,923,908,20.6
4454,1093,837,830,1047,22.1
4455,1097,833,853,1015,24.8
4456,1126,830,853,938,27.9
4457,1139,794,908,849,30.1
4458,1178,832,858,844,28.2
4459,1243,883,745,1036,24.8
4460,1017,680,996,729,27.8
4461,1048,672,1050,556,25.4
4462,1254,840,787,846,26.1
4463,1287,911,796,942,28
4464,1215,900,823,902,27.4
4465,1363,1071,697,1178,25.7
4466,1436,1224,609,1426,24.6
4467,1365,1143,655,1394,24.2
4468,1506,1385,555,1935,23.8
4469,1227,1055,705,1360,23
4470,1038,866,833,1061,23
4471,934,744,970,870,22.8
4472,900,699,1036,799,21
4473,870,692,1070,779,20.4
4474,875,713,1027,809,19.4
4475,940,789,917,914,19.5
4476,1053,913,824,1033,19.7
4477,1509,1508,533,1572,20.4
4478,1559,1599,498,1704,21.8
4479,1313,1231,626,1455,23
4480,1372,1251,609,1588,25.4
4481,1320,1190,655,1482,30
4482,1346,1246,639,1458,32.6
4483,1307,1236,649,1356,32.2
4484,1157,1069,737,1100,32.1
4485,1154,1026,773,1212,32.6
4486,1172,1145,735,1049,35.2
4487,1241,1254,693,1149,34.3
4488,1379,1433,605,1370,31.5
4489,1570,1684,494,1716,29
4490,1418,1471,542,1600,27.1
4491,1317,1295,593,1592,26.1
4492,1204,1136,648,1491,25.1
4493,1014,853,843,1084,26
4494,956,794,896,1007,24.7
4495,891,708,1005,823,24.8
4496,856,665,1061,788,23.5
4497,863,703,1032,791,20.8
4498,911,745,922,924,19.9
4499,936,765,916,941,20.6
4500,1087,964,774,1103,21.3
4501,1540,1498,519,1657,22
4502,1513,1601,469,1743,23.2
4503,1409,1322,562,1601,26.5
4504,1219,1042,699,1253,29
4505,1286,1172,644,1295,30.1
4506,1228,1174,668,1192,32.3
4507,1140,1117,711,1046,33.2
4508,1052,906,832,803,34
4509,1282,1107,682,1116,29.9
4510,1378,1282,576,1347,27.7
4511,1506,1471,518,1530,28
4512,1310,1259,620,1240,28.6
4513,1204,1114,686,1092,24.8
4514,1071,842,873,740,20.3
4515,967,719,980,670,19.7
4516,947,689,1009,640,20.6
4517,1011,734,967,918,19.2
4518,971,722,949,804,20.5
4519,886,627,1082,694,21.4
4520,908,657,1013,796,20.5
4521,901,652,1013,804,20.7
4522,915,674,970,829,20.5
4523,940,712,961,848,20.6
4524,1048,891,791,992,20.1
4525,1298,1181,644,1256,20.9
4526,1487,1493,492,1598,21.2
4527,1327,1233,582,1403,22.5
4528,1363,1255,573,1497,23.7
4529,1393,1340,529,1500,23.2
4530,1361,1324,540,1549,23.5
4531,1289,1217,599,1374,24.1
4532,1265,1184,619,1270,24.2
4533,1339,1257,579,1360,24.6
4534,1269,1215,608,1296,26.3
4535,1299,1220,624,1319,26.9
4536,1546,1519,493,1649,26.5
4537,1571,1593,469,1686,25.1
4538,1312,1299,580,1380,23.9
4539,1074,946,767,1079,23.1
4540,1127,989,752,1096,22.1
4541,1040,923,769,1049,22.1
4542,1060,925,772,1161,21.1
4543,911,753,934,865,21.9
4544,853,623,1107,768,21.7
4545,915,725,962,845,20.2
4546,897,738,936,843,19.1
4547,976,840,844,964,19.4
4548,1066,982,740,1065,19.7
4549,1435,1387,544,1467,19.9
4550,1420,1430,512,1510,20.4
4551,1365,1341,549,1518,21.6
4552,1171,1083,695,1276,22.9
4553,982,850,888,873,18.7
4554,1021,979,798,958,21.1
4555,1044,1039,771,1076,23.3
4556,1005,972,834,952,22.9
4557,1021,985,816,977,23.3
4558,1064,1048,772,1059,23.7
4559,1167,1231,659,1199,23.8
4560,1167,1263,640,1212,23
4561,1164,1227,658,1193,21.9
4562,1092,1110,725,1105,21.3
4563,997,955,845,926,21.2
4564,966,964,858,1231,21.4
4565,969,922,906,995,20.8
4566,944,1005,874,1094,21.3
4567,834,817,1022,774,21.4
4568,796,667,1162,558,20.6
4569,777,585,1305,510,20
4570,752,521,1451,471,19.7
4571,755,528,1472,471,19.6
4572,800,598,1336,529,19.8
4573,1147,1136,737,1114,20.2
4574,1036,965,854,987,19.7
4575,926,845,979,851,20.2
4576,961,881,932,901,22
4577,951,926,902,949,23.5
4578,962,940,889,855,22.8
4579,1004,1004,832,911,23.4
4580,893,828,988,672,23.2
4581,990,956,872,826,23.6
4582,1071,1068,798,988,23.9
4583,1140,1155,733,1105,23.6
4584,1103,1143,741,1089,23.2
4585,1082,1178,733,1077,22.8
4586,991,977,872,923,22.3
4587,935,852,978,824,22.1
4588,908,790,1046,717,22.2
4589,927,826,1021,734,22.1
4590,936,844,978,776,22.1
4591,847,694,1153,594,21.5
4592,812,664,1212,518,21.1
4593,804,616,1271,496,20.4
4594,793,636,1213,514,20.6
4595,775,609,1319,468,20.2
4596,835,690,1183,621,20.1
4597,913,830,980,757,20
4598,903,765,1035,712,20.7
4599,982,895,892,859,24.3
4600,925,838,949,728,25.4
4601,895,776,1024,640,26.6
4602,930,838,957,680,27.7
4603,953,881,926,704,27.6
4604,885,765,1017,619,27.6
4605,903,779,1010,583,28.1
4606,927,781,994,594,29.1
4607,979,835,936,700,28.4
4608,1050,947,832,912,26.6
4609,1091,1037,770,1038,25.3
4610,1040,946,827,952,24.7
4611,997,879,885,887,23.5
4612,1042,938,816,1004,22.8
4613,1191,1055,707,1221,22.2
4614,1149,996,754,1177,21.3
4615,973,862,850,957,20.6
4616,940,823,891,853,19.6
4617,949,890,854,884,18.8
4618,830,699,1012,736,18.8
4619,773,609,1169,590,19.3
4620,811,644,1144,655,18.2
4621,901,754,936,854,16.8
4622,969,886,863,953,18.6
4623,1027,933,806,1050,22.2
4624,1094,1002,755,1114,26.5
4625,1083,984,784,1049,30
4626,1098,1015,754,996,32.2
4627,1059,1047,761,841,29.6
4628,1021,1009,771,769,29.8
4629,925,768,987,541,31.1
4630,1045,910,878,742,34.6
4631,1303,1317,631,1196,33.2
4632,1254,1204,668,1338,30
4633,1345,1306,587,1416,27.5
4634,1273,1159,645,1341,26.2
4635,1096,931,766,1019,24.7
4636,1077,920,778,935,23.6
4637,1084,929,751,1081,22.7
4638,980,800,863,903,22.7
4639,882,713,978,731,22.8
4640,851,655,1051,625,21.4
4641,819,597,1112,613,19.9
4642,804,601,1122,646,19.5
4643,823,631,1090,671,20.2
4644,903,748,937,801,19.4
4645,1310,1344,573,1353,18.7
4646,1436,1601,455,1682,20.1
4647,1479,1490,494,1749,23.5
4648,1285,1243,599,1582,26.4
4649,1262,1258,597,1484,29.9
4650,1225,1227,643,1321,31.5
4651,1162,1188,676,1125,30.2
4652,1103,1044,757,967,30.5
4653,1120,1045,752,975,31.8
4654,1169,1163,708,1025,34.3
4655,1386,1522,560,1469,34.1
4656,1426,1577,521,1648,30.5
4657,1476,1663,473,1785,28.1
4658,1167,1282,633,1371,26.5
4659,1032,1039,761,1071,24.8
4660,1034,972,747,1118,23.9
4661,986,885,835,931,23
4662,908,732,966,722,23.5
4663,891,714,957,773,22.3
4664,843,656,1042,665,22.1
4665,822,612,1094,594,21.8
4666,814,589,1119,565,20.8
4667,869,673,1033,688,18.8
4668,1013,905,804,974,18.3
4669,1515,1584,496,1591,18.2
4670,1587,1795,425,1820,19.6
4671,1490,1487,508,1807,22.6
4672,1435,1408,537,1704,25.8
4673,1246,1209,632,1270,28.5
4674,1266,1231,615,1265,30.1
4675,1277,1277,586,1226,29.4
4676,1142,1073,671,987,29.2
4677,1207,1136,645,1024,30.5
4678,1252,1233,618,1127,31.5
4679,1399,1468,531,1442,31.2
4680,1464,1559,485,1639,28.5
4681,1422,1520,494,1624,26.7
4682,1308,1297,567,1454,24.8
4683,1137,1047,680,1138,23.6
4684,1040,903,782,951,23
4685,1018,885,809,864,22.1
4686,962,808,866,868,22.6
4687,930,768,916,825,21
4688,812,613,1133,626,23
4689,826,612,1111,605,19.8
4690,878,702,949,822,18.3
4691,922,764,892,905,18.1
4692,1047,965,737,1075,18.3
4693,1376,1452,521,1541,18.5
4694,1514,1648,457,1749,20.1
4695,1494,1528,479,1798,23.5
4696,1316,1298,562,1584,26.8
4697,1269,1247,597,1441,29.1
4698,1152,1099,674,1093,30.8
4699,1138,1117,657,1019,27.9
4700,1132,1052,680,944,28.5
4701,1186,1159,640,1046,30.2
4702,1228,1184,657,1089,32.9
4703,1424,1486,523,1537,32.2
4704,1427,1458,507,1566,28.8
4705,1387,1473,508,1510,26.7
4706,1284,1249,582,1300,24.6
4707,1110,1045,688,1058,23.4
4708,1110,1032,702,1002,22.5
4709,1077,964,749,923,22.9
4710,1037,898,793,836,22.2
4711,1002,854,818,779,21.4
4712,865,694,989,678,22.2
4713,824,615,1131,601,22.4
4714,824,602,1138,593,21.1
4715,847,620,1085,670,22.9
4716,961,828,892,837,21.3
4717,1336,1340,540,1400,21.3
4718,1251,1264,582,1393,23.7
4719,1290,1244,604,1415,25
4720,1215,1141,631,1285,26.3
4721,1248,1177,608,1230,26.4
4722,1233,1184,610,1147,29.3
4723,1229,1217,599,1107,29
4724,1206,1175,618,1068,29.8
4725,1215,1150,608,1115,30.4
4726,1330,1264,586,1362,31.5
4727,1446,1434,522,1619,31.6
4728,1446,1458,501,1572,29
4729,1421,1444,510,1446,27.2
4730,1247,1206,600,1233,26.2
4731,1168,1070,667,1102,25.1
4732,1111,991,721,1028,24.1
4733,1071,934,763,942,22.5
4734,969,835,859,773,22.7
4735,942,780,915,737,21.5
4736,923,744,908,815,22.3
4737,813,581,1176,627,22.7
4738,851,618,1099,642,21.1
4739,868,639,1093,610,20.4
4740,1062,915,792,929,20.8
4741,1418,1328,546,1427,21.3
4742,1600,1641,440,1776,21.9
4743,1583,1538,461,1788,23
4744,1338,1305,543,1521,25.1
4745,1285,1252,581,1293,26.6
4746,1376,1359,530,1435,26.2
4747,1467,1477,491,1592,25.4
4748,1442,1403,518,1551,25.6
4749,1358,1277,563,1429,25.7
4750,1222,1133,624,1195,24.9
4751,1134,1017,724,981,18.3
4752,1120,993,725,962,16.3
4753,1103,997,736,914,15.6
4754,985,805,895,785,15.4
4755,795,596,1227,482,14
4756,787,584,1317,446,14.9
4757,839,701,1128,553,15.5
4758,835,705,1117,592,15.6
4759,837,693,1096,584,15.4
4760,761,563,1316,451,15.4
4761,718,499,1495,382,15.3
4762,724,495,1531,391,15.3
4763,718,486,1531,398,15.4
4764,744,525,1434,430,15.5
4765,782,591,1287,461,15.4
4766,798,619,1204,500,15.7
4767,867,744,1067,594,16.9
4768,862,729,1103,603,18.2
4769,915,834,1006,686,19.1
4770,857,813,1040,622,19.3
4771,837,812,1065,624,19.8
4772,805,740,1161,565,19.8
4773,781,705,1203,514,20.2
4774,815,743,1183,536,22.1
4775,877,844,1048,669,21.1
4776,926,935,931,786,20.1
4777,987,971,876,891,19.5
4778,1004,1007,848,926,19.3
4779,897,875,937,902,18.4
4780,1002,989,840,1011,17.8
4781,1126,1111,746,1249,17.8
4782,1067,1013,794,1133,17
4783,1063,1040,739,1166,15.5
4784,915,893,872,953,15.6
4785,906,885,872,912,13.5
4786,844,786,969,831,13.4
4787,816,739,999,793,12.5
4788,768,671,1128,700,13.6
4789,835,785,989,780,12.2
4790,944,908,865,931,14.6
4791,810,651,1170,575,19.8
4792,819,655,1222,507,21.6
4793,844,680,1147,518,22
4794,846,688,1127,518,22.7
4795,842,711,1077,516,22.3
4796,840,722,1048,507,22.1
4797,815,657,1166,490,22.1
4798,838,685,1176,465,23.4
4799,992,987,823,781,23.1
4800,990,891,908,765,21.5
4801,1066,1004,795,1006,20.3
4802,971,870,911,798,19.6
4803,963,887,853,938,18.7
4804,1010,925,829,996,18
4805,1054,978,768,1109,17.1
4806,998,920,802,1042,16.6
4807,919,802,891,940,15.9
4808,884,764,921,900,14.9
4809,803,648,1079,774,14.1
4810,820,674,1024,790,14
4811,894,794,889,908,14.1
4812,988,941,801,1035,14.4
4813,1372,1477,542,1556,15
4814,1209,1262,618,1392,16.9
4815,951,908,873,904,19.7
4816,992,943,847,936,22.2
4817,964,947,862,907,23.7
4818,917,910,886,744,21.9
4819,937,942,852,773,22.3
4820,961,949,853,812,23.8
4821,969,962,829,856,23.3
4822,1020,1042,788,927,24.2
4823,1107,1219,683,1131,25.1
4824,1119,1233,670,1270,22.3
4825,1173,1322,633,1365,20.8
4826,1097,1144,702,1274,19.1
4827,1018,1024,758,1169,18.1
4828,932,914,837,1000,17.4
4829,897,849,891,910,16.7
4830,840,758,994,829,17.1
4831,802,680,1091,756,15.3
4832,765,637,1138,742,15
4833,741,595,1191,686,14.4
4834,748,595,1208,677,12.8
4835,791,704,1057,748,11.9
4836,875,871,890,890,12.1
4837,1085,1164,707,1155,13.5
4838,1268,1482,550,1533,14.4
4839,1236,1332,601,1550,17.8
4840,1274,1294,615,2236,21
4841,1250,1280,618,2178,24.5
4842,1224,1347,602,1901,26.4
4843,1220,1344,605,1743,25.2
4844,1166,1265,640,1502,26.1
4845,1050,1084,748,1153,26.2
4846,1174,1264,670,1287,28.9
4847,1323,1474,554,1547,28
4848,1432,1706,488,1842,24.7
4849,1479,1756,466,1908,23
4850,1309,1379,555,1693,20.9
4851,1089,1037,707,1336,19.8
4852,1009,911,788,1177,19.8
4853,930,796,883,977,18.6
4854,929,805,879,974,17.2
4855,872,718,981,872,16.3
4856,790,601,1150,734,17.4
4857,793,581,1169,668,15.5
4858,789,596,1145,698,14.6
4859,769,586,1221,650,17.1
4860,852,713,1029,749,15.2
4861,1100,1097,739,1106,14.9
4862,1326,1504,510,1609,15.1
4863,1433,1518,499,1770,19
4864,1310,1334,573,1633,22.4
4865,1304,1272,593,1583,25.4
4866,1286,1286,593,1449,27.2
4867,1217,1175,621,1451,25.5
4868,1104,1099,698,1147,26.4
4869,1143,1176,677,1108,27.7
4870,1205,1295,626,1267,28.6
4871,1276,1340,597,1303,27.2
4872,1440,1573,491,1643,25.3
4873,1467,1643,467,1749,23.2
4874,1339,1373,541,1585,21.6
4875,1108,1061,685,1315,21.1
4876,1116,1012,699,1290,19.7
4877,981,860,812,1059,20.3
4878,947,798,869,943,19.4
4879,939,776,879,913,18.3
4880,862,644,1030,720,17.5
4881,827,577,1138,640,19.2
4882,879,611,1036,779,16.6
4883,911,710,932,850,17.5
4884,1051,901,778,1020,17.6
4885,1496,1425,520,1605,18
4886,1610,1692,436,1866,18.5
4887,1428,1321,544,1621,18.6
4888,1459,1356,525,1712,20.2
4889,1486,1390,504,1770,21.3
4890,1158,1008,695,1175,24.6
4891,1200,1021,678,1157,24.6
4892,1290,1151,613,1219,25.6
4893,1366,1223,578,1288,26.1
4894,1505,1388,516,1503,25.8
4895,1728,1683,419,1861,25.4
4896,1673,1643,436,1781,24.6
4897,1636,1553,449,1745,23.6
4898,1468,1296,529,1590,22.6
4899,1180,997,677,1127,22.1
4900,1138,938,700,1098,22.1
4901,1192,1004,665,1176,21.1
4902,1176,993,659,1178,20.3
4903,1137,967,687,1091,19.4
4904,1035,851,764,1002,19
4905,943,709,893,876,20.2
4906,904,655,968,824,19.8
4907,966,726,872,892,19
4908,1124,972,674,1092,18.8
4909,1348,1217,559,1413,20.2
4910,1499,1501,469,1565,20.8
4911,1427,1311,503,1594,22.3
4912,1473,1330,497,1677,23.2
4913,1440,1294,506,1616,23.8
4914,1474,1326,485,1610,23.5
4915,1485,1359,477,1614,23.9
4917,1306,1079,603,1286,25.4
4918,1464,1251,530,1487,26.4
4919,1629,1466,458,1703,25.8
4920,1629,1536,435,1773,25.3
4921,1707,1637,411,1848,24.2
4922,1424,1293,524,1550,22.8
4923,1297,1100,598,1350,21.5
4924,1214,1022,645,1235,21.3
4925,1160,944,686,1162,20.8
4926,1232,1012,642,1211,20.6
4927,1134,914,699,1097,20.6
4928,1071,860,742,1021,20.4
4929,968,730,858,913,21.3
4930,994,711,867,909,20.5
4931,1046,804,774,983,20.3
4932,1066,827,751,1024,20.1
4933,1277,1061,612,1243,20.2
4934,1290,1093,592,1253,21.1
4935,1268,1066,608,1240,22.5
4936,1243,997,648,1155,24.2
4937,1300,1053,614,1193,25.2
4938,1278,1053,630,1153,25.8
4939,1249,1023,639,1034,25.7
4940,1145,867,739,870,25.8
4941,1199,928,704,890,25.7
4942,1236,962,690,946,26.5
4943,1289,1037,638,1033,25.4
4944,1299,1072,617,1107,24.4
4945,1506,1315,512,1395,23.9
4946,1432,1234,553,1342,22.9
4947,1193,1021,666,1152,22.1
4948,1188,1007,668,1128,20.8
4949,1162,953,691,1104,21.7
4950,1106,921,720,1055,21.1
4951,1037,836,788,904,20.7
4952,982,768,850,835,21.2
4953,944,740,881,781,20.3
4954,929,703,908,761,20.2
4955,906,672,948,742,20.1
4956,907,665,972,779,19.9
4957,1013,781,829,894,19.8
4958,1055,795,800,927,20.4
4959,1138,880,727,1034,21.6
4960,1250,1003,647,1217,23.5
4961,1165,916,711,1093,25.7
4962,1229,1025,663,1073,26.6
4963,1168,911,715,969,27.4
4964,1092,814,794,777,27.4
4965,1109,843,769,743,27.1
4966,1133,823,775,777,26.9
4967,1192,887,716,819,26.9
4968,1298,1015,647,1056,24.7
4969,1524,1320,514,1481,23.7
4970,1540,1336,498,1590,22.7
4971,1190,992,654,1211,21.9
4972,1092,911,735,1052,22
4973,1079,890,745,1000,20.5
4974,995,789,828,874,19.8
4975,960,772,838,852,18.4
4976,890,666,969,728,18.9
4977,860,632,1037,713,17.8
4978,860,652,997,734,17.1
4979,883,713,937,777,17.7
4980,929,795,858,815,17.1
4981,1100,1018,706,1002,18.3
4982,1257,1299,550,1302,18.5
4983,1402,1393,505,1542,19.9
4984,1376,1324,527,1571,22.9
4985,1374,1346,519,1614,24.2
4986,1381,1355,516,1583,25.8
4987,1282,1247,561,1285,26
4988,1188,1124,625,1094,27.1
4989,1227,1147,612,1113,27.4
4990,1364,1328,528,1395,28.9
4991,1531,1558,451,1620,28.4
4992,1694,1805,391,1882,26
4993,1723,1866,378,2006,24.3
4994,1356,1331,520,1643,23.3
4995,1084,979,699,1239,22.6
4996,1039,936,731,1121,21.2
4997,1011,875,787,1012,20.6
4998,968,831,810,961,20
4999,867,693,971,825,19.7
5000,820,620,1081,703,20.8
5001,826,631,1072,752,17.8
5002,835,620,1053,741,18.8
5003,887,717,955,786,17.6
5004,990,889,763,952,17.4
5005,1511,1569,476,1601,17.4
5006,1352,1465,491,1621,18.5
5007,1337,1339,525,1622,20.6
5008,1435,1373,513,1759,23.9
5009,1377,1276,539,1666,26
5010,1562,1559,453,1918,28.6
5011,1358,1389,516,1525,27.9
5012,1301,1212,575,1332,28.4
5013,1255,1136,611,1183,28.5
5014,1410,1340,533,1414,30.8
5015,1578,1595,459,1680,29.7
5016,1700,1782,401,2004,27
5017,1778,1805,380,2094,25.6
5018,1539,1402,475,1780,23.9
5019,1409,1304,500,1640,22.7
5020,1231,1077,602,1379,21.8
5021,1092,928,688,1139,22.4
5022,1036,850,760,1001,21.7
5023,984,780,810,910,21.2
5024,950,743,841,895,19.3
5025,889,665,943,805,19.8
5026,865,636,992,761,20
5027,917,686,933,805,18.3
5028,997,823,804,894,18.1
5029,1433,1409,506,1439,17.6
5030,1516,1596,429,1706,18.3
5031,1528,1449,473,1756,20.4
5032,1347,1186,560,1493,22.5
5033,1392,1231,530,1567,25.7
5034,1359,1195,542,1376,26.8
5035,1391,1249,518,1399,26
5036,1335,1137,563,1293,26.3
5037,1402,1213,530,1348,27.4
5038,1406,1216,542,1314,29.6
5039,1527,1419,476,1507,28.7
5040,1559,1476,463,1660,25.7
5041,1840,1852,360,2143,24.5
5042,1666,1573,427,1968,23.3
5043,1336,1204,542,1490,22.4
5044,1189,1014,641,1249,22.7
5045,1226,1029,620,1265,20.4
5046,1171,972,650,1181,20.3
5047,1002,762,814,954,21.4
5048,950,696,894,875,20.3
5049,930,660,925,838,20.9
5050,924,643,948,825,19.9
5051,994,732,852,882,19.8
5052,1089,873,741,990,20.1
5053,1468,1280,518,1423,19.7
5054,1696,1711,383,1823,20.9
5055,1479,1357,491,1581,22.5
5056,1425,1255,516,1500,23.5
5057,1279,1116,587,1268,24.7
5058,1319,1165,571,1230,27.1
5059,1329,1172,561,1204,25.9
5060,1327,1172,566,1205,26.9
5061,1282,1075,605,1103,27.2
5062,1342,1157,572,1195,28.6
5063,1623,1522,447,1618,28
5064,1576,1458,463,1637,25.2
5065,1747,1709,399,1876,24
5066,1757,1680,396,1959,23.2
5067,1331,1194,559,1477,22.3
5068,1182,1016,658,1210,21.8
5069,1162,1008,658,1160,20.9
5070,1147,964,668,1116,20.6
5071,1040,836,762,974,20.3
5072,920,688,920,820,20.5
5073,931,670,931,792,18.7
5074,954,731,865,839,18.2
5075,981,790,817,898,18.2
5076,1147,1009,653,1096,18.2
5077,1606,1578,440,1786,19.4
5078,1490,1424,465,1604,19.5
5079,1473,1409,483,1637,21.1
5080,1582,1539,435,1827,23.2
5081,1468,1323,496,1641,24.4
5082,1413,1285,518,1505,26.4
5083,1400,1331,520,1465,27.7
5084,1361,1238,548,1368,28
5085,1389,1311,525,1748,28.7
5086,1305,1167,586,1301,28.5
5087,1354,1275,543,1338,28.4
5088,1352,1296,534,1337,26.4
5089,1472,1327,497,1516,25.2
5090,1412,1256,525,1435,24.9
5091,1221,1061,619,1178,24.6
5092,1230,990,652,1111,24
5093,1247,961,666,1112,23.8
5094,1217,975,665,1109,22.3
5095,1158,923,673,1072,21.9
5096,1150,871,697,1030,21.1
5097,1061,785,766,935,21
5098,1062,770,780,922,21.3
5099,1157,890,681,1054,20.8
5100,1167,907,681,1082,20.6
5101,1403,1229,523,1365,20.9
5102,1453,1298,489,1497,21.5
5103,1455,1260,502,1540,23.7
5104,1512,1282,498,1554,26
5105,1331,1082,588,1252,28.5
5106,1472,1246,512,1455,28.1
5107,1430,1187,539,1339,29
5108,1264,1016,624,1062,28.9
5109,1378,1177,548,1266,29.6
5110,1377,1123,578,1223,29.4
5111,1527,1293,502,1469,28.7
5112,1573,1343,470,1553,27
5113,1674,1447,448,1689,26.5
5114,1455,1218,535,1387,26.2
5115,1242,1022,630,1139,24.8
5116,1181,935,701,960,24.9
5117,1468,1155,565,1293,24.5
5118,1520,1217,552,1357,24.7
5119,1203,1046,621,1103,23.9
5120,1096,903,732,857,23.8
5121,991,759,845,658,23.5
5122,941,686,942,549,22.8
5123,952,695,910,627,22.2
5124,1082,825,753,930,21.3
5125,1095,886,705,1001,21.3
5126,1049,826,765,917,22.2
5127,1055,795,807,834,24.1
5128,1074,767,814,796,24.3
5129,1229,941,680,1040,24.8
5130,1228,952,668,1110,24.5
5131,1107,807,768,836,21
5132,1031,732,872,704,19.8
5133,1155,804,815,773,19.4
5134,1131,841,784,811,19.6
5135,1143,890,744,848,20.8
