Temperature,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide
26.7,1387,1473,508,1510
24.6,1284,1249,582,1300
23.4,1110,1045,688,1058
22.5,1110,1032,702,1002
22.9,1077,964,749,923
22.2,1037,898,793,836
21.4,1002,854,818,779
22.2,865,694,989,678
22.4,824,615,1131,601
21.1,824,602,1138,593
22.9,847,620,1085,670
21.3,961,828,892,837
21.3,1336,1340,540,1400
23.7,1251,1264,582,1393
25,1290,1244,604,1415
26.3,1215,1141,631,1285
26.4,1248,1177,608,1230
29.3,1233,1184,610,1147
29,1229,1217,599,1107
29.8,1206,1175,618,1068
30.4,1215,1150,608,1115
31.5,1330,1264,586,1362
31.6,1446,1434,522,1619
29,1446,1458,501,1572
27.2,1421,1444,510,1446
26.2,1247,1206,600,1233
25.1,1168,1070,667,1102
24.1,1111,991,721,1028
22.5,1071,934,763,942
22.7,969,835,859,773
21.5,942,780,915,737
22.3,923,744,908,815
22.7,813,581,1176,627
21.1,851,618,1099,642
20.4,868,639,1093,610
20.8,1062,915,792,929
21.3,1418,1328,546,1427
21.9,1600,1641,440,1776
23,1583,1538,461,1788
25.1,1338,1305,543,1521
26.6,1285,1252,581,1293
26.2,1376,1359,530,1435
25.4,1467,1477,491,1592
25.6,1442,1403,518,1551
25.7,1358,1277,563,1429
24.9,1222,1133,624,1195
18.3,1134,1017,724,981
16.3,1120,993,725,962
15.6,1103,997,736,914
15.4,985,805,895,785
14,795,596,1227,482
14.9,787,584,1317,446
15.5,839,701,1128,553
15.6,835,705,1117,592
15.4,837,693,1096,584
15.4,761,563,1316,451
15.3,718,499,1495,382
15.3,724,495,1531,391
15.4,718,486,1531,398
15.5,744,525,1434,430
15.4,782,591,1287,461
15.7,798,619,1204,500
16.9,867,744,1067,594
18.2,862,729,1103,603
19.1,915,834,1006,686
19.3,857,813,1040,622
19.8,837,812,1065,624
19.8,805,740,1161,565
20.2,781,705,1203,514
22.1,815,743,1183,536
21.1,877,844,1048,669
20.1,926,935,931,786
19.5,987,971,876,891
19.3,1004,1007,848,926
18.4,897,875,937,902
17.8,1002,989,840,1011
17.8,1126,1111,746,1249
17,1067,1013,794,1133
15.5,1063,1040,739,1166
15.6,915,893,872,953
13.5,906,885,872,912
13.4,844,786,969,831
12.5,816,739,999,793
13.6,768,671,1128,700
12.2,835,785,989,780
14.6,944,908,865,931
19.8,810,651,1170,575
21.6,819,655,1222,507
22,844,680,1147,518
22.7,846,688,1127,518
22.3,842,711,1077,516
22.1,840,722,1048,507
22.1,815,657,1166,490
23.4,838,685,1176,465
23.1,992,987,823,781
21.5,990,891,908,765
20.3,1066,1004,795,1006
19.6,971,870,911,798
18.7,963,887,853,938
18,1010,925,829,996
17.1,1054,978,768,1109
16.6,998,920,802,1042
15.9,919,802,891,940
14.9,884,764,921,900
14.1,803,648,1079,774
14,820,674,1024,790
14.1,894,794,889,908
14.4,988,941,801,1035
15,1372,1477,542,1556
16.9,1209,1262,618,1392
19.7,951,908,873,904
22.2,992,943,847,936
23.7,964,947,862,907
21.9,917,910,886,744
22.3,937,942,852,773
23.8,961,949,853,812
23.3,969,962,829,856
24.2,1020,1042,788,927
25.1,1107,1219,683,1131
22.3,1119,1233,670,1270
20.8,1173,1322,633,1365
19.1,1097,1144,702,1274
18.1,1018,1024,758,1169
17.4,932,914,837,1000
16.7,897,849,891,910
17.1,840,758,994,829
15.3,802,680,1091,756
15,765,637,1138,742
14.4,741,595,1191,686
12.8,748,595,1208,677
11.9,791,704,1057,748
12.1,875,871,890,890
13.5,1085,1164,707,1155
14.4,1268,1482,550,1533
17.8,1236,1332,601,1550
21,1274,1294,615,2236
24.5,1250,1280,618,2178
26.4,1224,1347,602,1901
25.2,1220,1344,605,1743
26.1,1166,1265,640,1502
26.2,1050,1084,748,1153
28.9,1174,1264,670,1287
28,1323,1474,554,1547
24.7,1432,1706,488,1842
23,1479,1756,466,1908
20.9,1309,1379,555,1693
19.8,1089,1037,707,1336
19.8,1009,911,788,1177
18.6,930,796,883,977
17.2,929,805,879,974
16.3,872,718,981,872
17.4,790,601,1150,734
15.5,793,581,1169,668
14.6,789,596,1145,698
17.1,769,586,1221,650
15.2,852,713,1029,749
14.9,1100,1097,739,1106
15.1,1326,1504,510,1609
19,1433,1518,499,1770
22.4,1310,1334,573,1633
25.4,1304,1272,593,1583
27.2,1286,1286,593,1449
25.5,1217,1175,621,1451
26.4,1104,1099,698,1147
27.7,1143,1176,677,1108
28.6,1205,1295,626,1267
27.2,1276,1340,597,1303
25.3,1440,1573,491,1643
23.2,1467,1643,467,1749
21.6,1339,1373,541,1585
21.1,1108,1061,685,1315
19.7,1116,1012,699,1290
20.3,981,860,812,1059
19.4,947,798,869,943
18.3,939,776,879,913
17.5,862,644,1030,720
19.2,827,577,1138,640
16.6,879,611,1036,779
17.5,911,710,932,850
17.6,1051,901,778,1020
18,1496,1425,520,1605
18.5,1610,1692,436,1866
18.6,1428,1321,544,1621
20.2,1459,1356,525,1712
21.3,1486,1390,504,1770
24.6,1158,1008,695,1175
24.6,1200,1021,678,1157
25.6,1290,1151,613,1219
26.1,1366,1223,578,1288
25.8,1505,1388,516,1503
25.4,1728,1683,419,1861
24.6,1673,1643,436,1781
23.6,1636,1553,449,1745
22.6,1468,1296,529,1590
22.1,1180,997,677,1127
22.1,1138,938,700,1098
21.1,1192,1004,665,1176
20.3,1176,993,659,1178
19.4,1137,967,687,1091
19,1035,851,764,1002
20.2,943,709,893,876
19.8,904,655,968,824
19,966,726,872,892
18.8,1124,972,674,1092
20.2,1348,1217,559,1413
20.8,1499,1501,469,1565
22.3,1427,1311,503,1594
23.2,1473,1330,497,1677
23.8,1440,1294,506,1616
23.5,1474,1326,485,1610
23.9,1485,1359,477,1614
-200,-200,-200,-200,-200
25.4,1306,1079,603,1286
26.4,1464,1251,530,1487
25.8,1629,1466,458,1703
25.3,1629,1536,435,1773
24.2,1707,1637,411,1848
22.8,1424,1293,524,1550
21.5,1297,1100,598,1350
21.3,1214,1022,645,1235
20.8,1160,944,686,1162
20.6,1232,1012,642,1211
20.6,1134,914,699,1097
20.4,1071,860,742,1021
21.3,968,730,858,913
20.5,994,711,867,909
20.3,1046,804,774,983
20.1,1066,827,751,1024
20.2,1277,1061,612,1243
21.1,1290,1093,592,1253
22.5,1268,1066,608,1240
24.2,1243,997,648,1155
25.2,1300,1053,614,1193
25.8,1278,1053,630,1153
25.7,1249,1023,639,1034
25.8,1145,867,739,870
25.7,1199,928,704,890
26.5,1236,962,690,946
25.4,1289,1037,638,1033
24.4,1299,1072,617,1107
23.9,1506,1315,512,1395
22.9,1432,1234,553,1342
22.1,1193,1021,666,1152
20.8,1188,1007,668,1128
21.7,1162,953,691,1104
21.1,1106,921,720,1055
20.7,1037,836,788,904
21.2,982,768,850,835
20.3,944,740,881,781
20.2,929,703,908,761
20.1,906,672,948,742
19.9,907,665,972,779
19.8,1013,781,829,894
20.4,1055,795,800,927
21.6,1138,880,727,1034
23.5,1250,1003,647,1217
25.7,1165,916,711,1093
26.6,1229,1025,663,1073
27.4,1168,911,715,969
27.4,1092,814,794,777
27.1,1109,843,769,743
26.9,1133,823,775,777
26.9,1192,887,716,819
24.7,1298,1015,647,1056
23.7,1524,1320,514,1481
22.7,1540,1336,498,1590
21.9,1190,992,654,1211
22,1092,911,735,1052
20.5,1079,890,745,1000
19.8,995,789,828,874
18.4,960,772,838,852
18.9,890,666,969,728
17.8,860,632,1037,713
17.1,860,652,997,734
17.7,883,713,937,777
17.1,929,795,858,815
18.3,1100,1018,706,1002
18.5,1257,1299,550,1302
19.9,1402,1393,505,1542
22.9,1376,1324,527,1571
24.2,1374,1346,519,1614
25.8,1381,1355,516,1583
26,1282,1247,561,1285
27.1,1188,1124,625,1094
27.4,1227,1147,612,1113
28.9,1364,1328,528,1395
28.4,1531,1558,451,1620
26,1694,1805,391,1882
24.3,1723,1866,378,2006
23.3,1356,1331,520,1643
22.6,1084,979,699,1239
21.2,1039,936,731,1121
20.6,1011,875,787,1012
20,968,831,810,961
19.7,867,693,971,825
20.8,820,620,1081,703
17.8,826,631,1072,752
18.8,835,620,1053,741
17.6,887,717,955,786
17.4,990,889,763,952
17.4,1511,1569,476,1601
18.5,1352,1465,491,1621
20.6,1337,1339,525,1622
23.9,1435,1373,513,1759
26,1377,1276,539,1666
28.6,1562,1559,453,1918
27.9,1358,1389,516,1525
28.4,1301,1212,575,1332
28.5,1255,1136,611,1183
30.8,1410,1340,533,1414
29.7,1578,1595,459,1680
27,1700,1782,401,2004
25.6,1778,1805,380,2094
23.9,1539,1402,475,1780
22.7,1409,1304,500,1640
21.8,1231,1077,602,1379
22.4,1092,928,688,1139
21.7,1036,850,760,1001
21.2,984,780,810,910
19.3,950,743,841,895
19.8,889,665,943,805
20,865,636,992,761
18.3,917,686,933,805
18.1,997,823,804,894
17.6,1433,1409,506,1439
18.3,1516,1596,429,1706
20.4,1528,1449,473,1756
22.5,1347,1186,560,1493
25.7,1392,1231,530,1567
26.8,1359,1195,542,1376
26,1391,1249,518,1399
26.3,1335,1137,563,1293
27.4,1402,1213,530,1348
29.6,1406,1216,542,1314
28.7,1527,1419,476,1507
25.7,1559,1476,463,1660
24.5,1840,1852,360,2143
23.3,1666,1573,427,1968
22.4,1336,1204,542,1490
22.7,1189,1014,641,1249
20.4,1226,1029,620,1265
20.3,1171,972,650,1181
21.4,1002,762,814,954
20.3,950,696,894,875
20.9,930,660,925,838
19.9,924,643,948,825
19.8,994,732,852,882
20.1,1089,873,741,990
19.7,1468,1280,518,1423
20.9,1696,1711,383,1823
22.5,1479,1357,491,1581
23.5,1425,1255,516,1500
24.7,1279,1116,587,1268
27.1,1319,1165,571,1230
25.9,1329,1172,561,1204
26.9,1327,1172,566,1205
27.2,1282,1075,605,1103
28.6,1342,1157,572,1195
28,1623,1522,447,1618
25.2,1576,1458,463,1637
24,1747,1709,399,1876
23.2,1757,1680,396,1959
22.3,1331,1194,559,1477
21.8,1182,1016,658,1210
20.9,1162,1008,658,1160
20.6,1147,964,668,1116
20.3,1040,836,762,974
20.5,920,688,920,820
18.7,931,670,931,792
18.2,954,731,865,839
18.2,981,790,817,898
18.2,1147,1009,653,1096
19.4,1606,1578,440,1786
19.5,1490,1424,465,1604
21.1,1473,1409,483,1637
23.2,1582,1539,435,1827
24.4,1468,1323,496,1641
26.4,1413,1285,518,1505
27.7,1400,1331,520,1465
28,1361,1238,548,1368
28.7,1389,1311,525,1748
28.5,1305,1167,586,1301
28.4,1354,1275,543,1338
26.4,1352,1296,534,1337
25.2,1472,1327,497,1516
24.9,1412,1256,525,1435
24.6,1221,1061,619,1178
24,1230,990,652,1111
23.8,1247,961,666,1112
22.3,1217,975,665,1109
21.9,1158,923,673,1072
21.1,1150,871,697,1030
21,1061,785,766,935
21.3,1062,770,780,922
20.8,1157,890,681,1054
20.6,1167,907,681,1082
20.9,1403,1229,523,1365
21.5,1453,1298,489,1497
23.7,1455,1260,502,1540
26,1512,1282,498,1554
28.5,1331,1082,588,1252
28.1,1472,1246,512,1455
29,1430,1187,539,1339
28.9,1264,1016,624,1062
29.6,1378,1177,548,1266
29.4,1377,1123,578,1223
28.7,1527,1293,502,1469
27,1573,1343,470,1553
26.5,1674,1447,448,1689
26.2,1455,1218,535,1387
24.8,1242,1022,630,1139
24.9,1181,935,701,960
24.5,1468,1155,565,1293
24.7,1520,1217,552,1357
23.9,1203,1046,621,1103
23.8,1096,903,732,857
23.5,991,759,845,658
22.8,941,686,942,549
22.2,952,695,910,627
21.3,1082,825,753,930
21.3,1095,886,705,1001
22.2,1049,826,765,917
24.1,1055,795,807,834
24.3,1074,767,814,796
24.8,1229,941,680,1040
24.5,1228,952,668,1110
21,1107,807,768,836
19.8,1031,732,872,704
19.4,1155,804,815,773
19.6,1131,841,784,811
20.8,1143,890,744,848
21.1,1145,915,733,892
21.1,1169,910,726,992
21.2,1105,905,734,950
20.8,1049,817,806,882
20.8,1069,844,767,883
20.7,1073,838,768,892
20.1,1039,817,799,836
20.2,1021,811,794,837
19.4,825,536,1203,498
18.8,828,558,1166,494
17.9,847,576,1139,507
18.2,903,679,956,660
18.6,1041,865,757,902
19.6,1314,1267,559,1240
20.2,1326,1416,499,1395
19.7,1464,1444,475,1625
19.2,1313,1213,564,1359
20,1202,1058,647,1152
21.1,1225,1155,607,1159
20.2,1257,1248,557,1179
20.2,1271,1217,566,1227
21.9,1179,1120,634,1119
23.2,1278,1248,574,1243
21.7,1435,1429,499,1449
20.8,1326,1356,525,1405
19.9,1324,1335,537,1444
19.7,1206,1185,592,1386
20,1052,987,700,1102
19,1057,934,743,1041
18.8,952,833,846,881
18.9,911,769,919,791
18.1,898,742,915,796
18.3,809,593,1134,647
18.3,823,616,1072,716
17.8,814,666,1029,719
16.9,857,705,982,733
17.8,935,810,881,835
17.6,1159,1110,671,1094
17.9,1102,1141,648,1114
18.1,979,917,795,903
18.2,998,941,785,914
19.7,962,911,793,872
20.8,985,957,773,860
20.5,1043,1053,707,959
18.9,929,875,826,814
18.4,946,898,816,827
17.9,955,894,818,804
17.1,1004,1012,730,906
16.5,1037,1053,708,958
16.7,1066,1140,670,1032
15.4,890,813,898,772
15.5,843,729,990,618
15.6,834,716,997,614
14.8,809,659,1074,550
14.8,786,600,1164,511
14.6,747,543,1276,469
14.6,723,485,1419,425
14.4,704,444,1558,394
14.5,709,449,1590,392
14.3,726,466,1485,408
14.7,798,599,1205,517
14.3,925,800,908,750
14,906,809,878,787
15.4,896,809,882,788
16.5,882,776,932,760
17.4,948,853,859,839
18,945,886,818,827
17.9,942,871,832,765
17.4,943,864,831,814
16,894,810,892,737
15.3,984,910,795,875
15.2,1044,1022,726,983
14.8,981,983,759,942
14.7,1021,1001,731,971
14.8,943,867,834,891
14.9,863,732,970,724
15.2,847,698,1013,719
15.3,859,698,1015,705
15.1,861,712,1004,718
15,786,602,1146,584
14.9,740,506,1333,469
15.2,730,483,1434,438
15.1,728,475,1436,432
14.9,755,517,1325,487
15.2,854,663,1080,655
15.3,1079,985,758,1009
15.6,1097,1103,659,1113
16.3,1024,976,747,1030
20.4,990,942,776,986
21.9,1013,901,788,975
21.5,1051,968,746,984
22.2,1052,966,726,982
21,1141,1049,675,1117
21.9,1130,1024,679,1177
21.5,1099,993,711,1129
19.7,1182,1064,653,1217
18.8,1211,1135,615,1234
19.3,1340,1324,537,1412
17.6,1299,1237,553,1350
16.4,1046,872,769,968
16.6,949,754,884,759
15.9,966,756,908,741
15.1,1062,887,770,866
14.8,934,730,906,757
14.4,862,649,1046,675
15.8,823,590,1125,624
15.2,839,604,1097,605
14.8,879,681,992,703
14.6,1095,977,725,998
14.8,1359,1311,544,1311
15.6,1354,1358,519,1403
17.3,1420,1405,501,1573
22.2,1265,1221,578,1354
24.4,1146,1122,639,1131
22.7,1150,1149,620,1113
20.5,1282,1247,560,1258
23.3,1067,1085,684,985
23.2,1185,1243,603,1197
21.5,1312,1381,540,1402
20.9,1319,1426,509,1491
19.8,1255,1342,539,1396
20.1,1123,1119,648,1198
19.6,1126,1045,689,1166
18.6,924,766,902,752
14.5,982,849,853,717
16.3,936,756,939,693
14.1,1069,865,825,816
14.5,967,785,879,766
14.7,869,649,1033,631
14.5,916,692,986,683
15,886,686,970,654
14.5,926,747,902,759
14.6,971,851,808,876
15,1029,886,807,926
15.9,1124,1057,667,1091
17.4,1063,964,729,1045
21.3,1028,961,756,928
22,944,910,828,777
20.3,913,857,892,640
20.2,966,906,819,741
20.8,833,737,1021,483
21.6,891,789,960,522
22,995,927,825,718
19.9,1038,929,816,798
19.2,1146,1118,695,1174
17.9,1059,958,787,891
14.7,1065,893,819,799
15.1,1013,822,855,855
17.2,942,712,979,734
15.4,925,735,960,691
16.5,871,628,1118,557
16.4,864,633,1097,523
15.4,929,698,991,610
15.8,912,690,984,574
16,817,602,1120,470
15,786,558,1217,434
13.9,827,595,1208,507
15.9,789,604,1181,467
15.9,875,754,961,591
17.1,959,792,913,717
19.2,969,850,846,774
21.5,947,821,900,697
21.6,960,848,866,701
21.6,1017,1020,744,752
22,979,1057,701,760
22.1,843,748,999,505
22.4,877,769,962,529
20.9,1053,1072,733,832
19.8,1047,1037,749,904
18.2,1105,1074,712,1050
17.3,1008,968,783,1000
15.8,975,891,814,911
15.5,954,850,840,858
15.5,987,904,808,903
15.8,880,784,922,781
14.8,856,732,988,714
14.8,788,614,1116,625
13.8,760,555,1226,568
14.5,777,570,1191,616
14,825,661,1074,710
12.6,1011,947,759,953
13.3,1237,1319,576,1271
14.4,1298,1473,514,1447
16.8,1153,1230,616,1296
19.7,1101,1124,646,1217
21.1,1215,1203,599,1341
22.2,1163,1179,608,1180
21.4,1285,1293,549,1365
19.9,1288,1253,537,1410
20.3,1362,1334,512,1529
20,1405,1372,497,1573
19.7,1610,1697,407,1810
19.3,1612,1745,398,1834
18.5,1520,1604,436,1672
17.8,1489,1534,444,1686
17.6,1181,1124,597,1302
17.5,995,898,761,1023
16.5,998,875,779,992
16.2,984,864,788,960
14.9,1022,898,746,955
14.1,951,835,788,887
14,910,773,842,851
14.9,932,792,818,903
15.2,974,859,772,954
15.2,1117,1031,669,1107
15.2,1367,1343,517,1442
15.8,1583,1726,404,1818
16.6,1526,1552,441,1802
17.6,1399,1416,485,1671
18.3,1436,1435,479,1710
19.4,1455,1468,474,1746
20.9,1311,1286,544,1495
22,1174,1097,640,1203
22.8,1242,1158,602,1252
21.7,1267,1151,593,1528
21.3,1401,1326,530,1629
21.2,1428,1393,490,1608
21.2,1478,1447,474,1664
20.8,1518,1483,454,1666
19.9,1468,1415,470,1594
18.8,1369,1305,513,1421
19.2,1244,1141,571,1337
19,1217,1077,603,1270
19.5,1103,979,666,1156
19.4,1118,951,675,1124
18.4,1087,950,684,1049
18.7,1069,931,688,1044
18.4,1112,985,645,1109
18.5,1196,1086,594,1224
18.8,1522,1457,458,1611
19.9,1715,1728,371,2004
21.3,1582,1459,448,1776
23,1494,1379,467,1723
22.4,1631,1455,438,1916
23.8,1650,1506,424,1955
24.7,1640,1503,431,1894
25.4,1589,1418,452,1823
25.7,1538,1362,473,1793
24.8,1597,1573,424,1956
24.6,1884,1846,348,2203
23.9,1835,1770,358,2073
23,1759,1684,373,1923
22.4,1666,1553,409,1780
22,1506,1360,458,1609
21.8,1378,1229,511,1466
21.9,1448,1283,496,1504
21.7,1481,1359,467,1518
21.3,1289,1161,552,1289
20.8,1109,951,664,1076
21.4,994,812,784,947
21.4,1015,839,754,970
21.3,966,771,830,900
21.5,1088,932,706,1034
21.9,1303,1198,578,1235
22.6,1440,1412,494,1455
22.6,1392,1313,517,1478
25.5,1248,1167,572,1393
27,1197,1058,634,1237
25.2,1357,1230,542,1373
26.6,1263,1143,578,1310
27.2,1261,1148,585,1287
26.9,1382,1200,539,1413
26.5,1400,1230,519,1483
27,1443,1322,488,1539
25.9,1630,1520,427,1691
25.1,1720,1661,382,1846
24.7,1600,1492,432,1665
23.6,1525,1427,450,1577
22.4,1544,1409,448,1603
21.6,1455,1357,466,1530
21.3,1203,1090,593,1205
21.2,1038,895,714,999
20.3,975,807,788,904
20.8,917,714,870,843
19.6,930,741,849,843
18.7,960,804,802,886
19.8,982,834,770,911
19.8,1359,1282,541,1319
20.4,1500,1503,437,1927
22.3,1315,1261,535,1554
22.6,1307,1248,525,1565
24.5,1235,1125,574,1462
24.4,1310,1194,538,1487
26,1459,1375,467,1690
26.8,1461,1358,474,1603
26.4,1476,1352,474,1568
26.9,1612,1496,429,1743
26.2,1654,1546,435,2007
24.3,1808,1771,373,2235
23.3,1681,1666,397,1998
22.3,1494,1443,454,1795
21.3,1251,1107,579,1407
21.2,1132,965,669,1211
20.3,1158,970,664,1202
20.4,1146,983,673,1136
19.9,993,813,792,946
19.1,989,814,800,915
19.3,943,746,852,864
19.6,910,712,872,836
18.1,925,742,876,842
18.1,1039,882,724,1002
17.6,1208,1104,598,1165
18.2,1268,1179,545,1294
20.2,1353,1265,507,1475
21.6,1317,1171,542,1436
23.3,1356,1187,534,1465
25,1414,1279,504,1583
25.4,1326,1206,533,1432
26.1,1211,1067,609,1270
27,1324,1173,564,1354
27.2,1324,1181,565,1318
25.6,1361,1189,549,1351
23.3,1475,1324,490,1530
22.2,1537,1381,469,1615
21.6,1413,1231,520,1415
21,1229,1055,607,1219
20.3,1297,1136,567,1307
20,1302,1088,594,1297
19.7,1347,1165,573,1321
19.5,1165,1042,631,1133
19.4,1155,1012,633,1124
19.3,1050,916,696,997
18.7,1035,855,731,952
18,1057,925,684,972
17.3,1029,880,709,965
17.5,1037,902,704,984
20,920,755,853,880
19.1,1080,891,732,1001
21.4,1152,966,661,1137
24.6,1085,918,721,1023
25,1071,882,745,962
25.3,1000,807,811,825
24.8,1058,875,756,877
25.3,1184,983,667,1046
26.5,1189,965,670,1060
25,1277,1043,614,1155
22.9,1482,1305,503,1464
21.7,1555,1410,464,2185
21.8,1324,1168,568,1959
21.2,1015,869,747,1375
20.2,1010,860,768,1212
18.4,1081,938,697,1273
17.9,1071,936,695,1249
16.9,1014,864,745,1097
16.5,891,735,878,933
15.4,874,715,889,858
15.5,882,729,875,870
16.2,940,806,800,1013
15.8,1020,866,749,1087
16,1316,1253,527,1566
16.3,1423,1429,467,1631
18.7,1314,1262,531,1564
20.5,1317,1283,518,1601
19.3,1305,1245,524,1539
20,1351,1298,498,1577
21.4,1438,1425,451,1732
21.5,1454,1380,457,1672
21.6,1512,1441,432,1744
21.6,1584,1597,392,1845
21.7,1816,1897,330,2164
21,1824,1862,340,2106
20,1744,1793,352,2007
19.3,1588,1610,400,1791
18.5,1319,1273,511,1444
17.7,1313,1285,505,1373
18.5,1073,1005,661,1110
17,1119,1056,624,1099
16.8,989,900,737,968
15.5,912,788,822,847
15.3,904,787,820,852
15,851,726,897,799
14.8,902,809,835,834
15.7,981,923,730,956
16.2,1267,1260,572,1259
16.3,1392,1429,469,1494
17.7,1308,1285,522,1458
18.3,1313,1318,511,1491
20.1,1350,1299,518,1560
22.6,1477,1471,455,1750
24.6,1409,1393,484,1709
24.9,1495,1465,451,1786
24.9,1606,1573,419,1900
24,1669,1615,404,1963
23.2,1822,1890,347,2161
22.5,1908,2007,325,2372
22.2,1664,1699,385,2062
22.6,1465,1404,468,1736
21,1076,972,691,1192
19.8,1055,895,758,1043
17.7,1075,878,734,948
17.6,1135,948,685,992
17.4,998,799,786,867
17.4,953,734,861,825
17.2,926,708,874,803
17,895,656,946,786
16.8,967,767,833,866
17.6,1164,997,641,1113
18,1421,1313,502,1384
18,1465,1515,454,1516
18.2,1189,1075,614,1222
19.7,1278,1182,585,1354
21,1169,1144,611,1291
20.7,1214,1203,580,1308
19.5,1351,1345,502,1420
18.5,1340,1256,537,1297
19.6,1157,1131,623,1157
19.9,1118,1096,647,1130
20,1150,1173,608,1195
19.2,1247,1315,544,1341
19.3,1194,1198,587,1228
18.2,1184,1157,586,1273
17.8,990,898,748,1006
17.6,933,803,842,898
16,968,858,796,894
16.9,861,735,925,789
15.7,904,774,878,805
14.8,866,734,899,770
14.8,881,724,913,776
14.6,838,700,936,744
15.2,905,776,851,825
15.5,1055,977,703,1013
15.7,1328,1296,527,1341
16,1401,1449,477,1528
16.7,1291,1296,529,1432
18.6,1316,1314,526,1499
20.4,1116,1057,639,1236
20.6,1139,1088,625,1180
21.6,1165,1131,609,1196
21.4,1260,1224,571,1301
20.7,1475,1451,455,1646
21.3,1521,1470,446,1720
20.8,1633,1671,398,1852
20.3,1463,1508,468,1670
19.7,1140,1122,619,1208
19.4,1147,1065,651,1160
20.1,988,839,805,937
20.4,924,754,890,783
20.1,950,782,862,807
19.9,926,727,925,729
18.2,879,645,1023,612
18.4,864,621,1073,574
18.7,868,596,1092,579
18.2,894,636,1010,687
18.5,1009,816,799,856
19.3,1069,889,738,976
20.2,1311,1178,574,1208
20.8,1370,1372,485,1400
21.9,1246,1197,566,1278
23.5,1039,917,735,934
19.8,1296,1113,604,1073
20.2,1523,1428,458,1363
20.2,1424,1361,484,1346
19.7,1513,1457,463,1393
20.2,1338,1244,558,1255
20.1,1214,1113,616,1213
20.2,1290,1253,550,1332
20,1353,1323,519,1430
18.3,1130,1082,647,1102
18.9,969,843,828,895
17.3,1038,856,801,905
17.1,1020,869,793,869
17.3,1097,944,716,982
17.3,1123,973,690,999
16.9,1023,851,782,881
16.9,1015,833,786,868
16.8,979,805,809,843
16.9,931,784,826,833
16.7,922,783,857,825
16.8,989,891,762,901
16.8,1149,1103,622,1090
16.9,1202,1160,585,1165
17.4,1206,1131,592,1201
18,1224,1126,596,1231
21.2,1371,1305,521,1461
22.4,1327,1259,539,1434
22.6,1301,1218,553,1399
23.6,1301,1208,560,1417
23.5,1314,1191,564,1395
22.9,1394,1272,526,1442
22.3,1385,1260,528,1425
21.6,1440,1362,486,1496
21.2,1493,1437,470,1551
20.8,1319,1230,551,1381
20.4,1187,1110,612,1229
20.1,1119,984,688,1082
19.5,1100,924,744,963
19.3,1076,895,757,939
19.7,972,799,833,825
19.7,973,828,818,811
19.9,918,742,905,720
18.4,844,630,1035,627
18.9,817,588,1134,589
18.1,791,519,1291,540
20.4,819,537,1264,551
20.6,972,743,944,742
19.3,997,797,812,824
22.2,1194,1000,653,1059
23,1240,1014,628,1144
24.3,1117,922,717,994
22,1141,932,689,1014
22.9,1062,880,719,924
23.2,1160,1036,622,1023
23,1169,983,672,1033
22.4,1185,1006,666,1065
21.7,1571,1559,440,1516
21.2,1464,1362,487,1648
20.8,1423,1314,508,1466
20,1318,1226,543,1365
19.7,1229,1114,598,1247
19.9,1187,1105,611,1183
20.1,1353,1176,584,2150
20.1,1407,1235,548,2519
19.6,1333,1201,552,1925
19.1,1269,1181,559,1762
18.4,1253,1206,540,1579
18.4,1212,1149,562,1599
19.2,1061,962,679,1395
19.4,1028,890,733,1323
19.1,1067,928,711,1309
20.3,1111,970,667,1441
23.1,1189,1065,609,1830
25.1,1293,1114,584,1704
25.8,1285,1065,597,1576
23.7,1236,1011,631,1305
23.1,1082,834,747,991
23.9,1188,954,664,1148
23.8,1348,1157,564,1307
23.2,1394,1193,547,1386
21.8,1472,1290,510,1420
21.7,1291,1174,567,1341
21.3,1264,1133,593,1258
20.4,1264,1138,579,1245
19.6,1260,1160,568,1231
19.3,1184,1084,612,1151
18.4,1122,996,660,1048
18.2,983,881,752,928
17.9,885,753,878,813
17.5,825,661,987,753
17.2,791,627,1069,709
17.6,802,636,1016,721
17.9,804,652,1054,710
16.1,1014,927,747,951
17.1,1316,1317,538,1336
20.8,1296,1435,504,1489
20.6,1381,1394,495,1558
22.1,1570,1617,426,1944
24,1426,1445,477,1782
25.7,1535,1578,440,1921
25.5,1678,1727,390,2039
25.2,1605,1603,415,1912
25.4,1559,1586,421,1827
24.4,1713,1728,390,1919
23,1751,1853,358,2013
21.8,1723,1869,359,1919
20.9,1778,1935,349,1927
20.2,1461,1529,450,1573
19.3,1258,1272,541,1325
19.2,1138,1113,610,1203
20.4,936,849,798,947
18,1167,1090,626,1106
17.5,1071,1003,665,1045
17.2,866,717,909,827
16.4,836,647,985,777
16.8,823,630,1033,748
16.9,890,727,917,833
17,1019,901,750,960
18.8,1177,1166,621,1157
20.3,1348,1398,505,1444
23.7,1341,1323,516,1522
26.6,1307,1278,527,1452
26.2,1305,1287,525,1437
26.3,1177,1090,612,1209
26.6,1192,1085,617,1170
26.3,1214,1080,611,1190
25.6,1240,1152,575,1278
25.1,1271,1188,563,1305
23.8,1333,1312,520,1364
23.3,1390,1414,487,1428
22.4,1266,1261,541,1285
21.7,1140,1072,626,1143
20.5,1240,1168,582,1235
19.5,1187,1122,589,1208
18.7,1043,975,675,1041
19.3,948,826,802,897
17.6,955,775,831,862
16.8,915,721,891,816
